time,open,high,low,close,Volume
1697131800,434.9029165932132,434.9029165932132,431.23,433.16125,7392171
1697203800,434.03208329660663,436.45,430.14,432.99875,8571244
1697218200,433.5154166483033,433.5154166483033,429.89,431.02,7327482
1697463000,432.2677083241516,437.14,432.2677083241516,435.0425,7815950
1697477400,433.6551041620758,436.96,433.6551041620758,436.03,5702633
1697549400,434.84255208103787,438.14,432.46,434.945,7954912
1697563800,434.8937760405189,436.37,434.225,435.75,5605106
1697635800,435.32188802025945,435.32188802025945,431.09,433.36,9310168
1697650200,434.34094401012976,434.34094401012976,429.095,431.39625,7508779
1697722200,432.8685970050649,432.8685970050649,427.72,430.6725,12305103
1697736600,431.77054850253245,431.77054850253245,425.73,428.78375,10354626
1697808600,430.2771492512662,430.2771492512662,421.91,424.65250000000003,11082172
1697823000,427.4648246256331,427.4648246256331,421.08,422.7775,8107802
1698067800,425.1211623128165,425.1211623128165,417.805,421.18625,9038061
1698082200,423.15370615640825,423.855,420.24,421.86125000000004,6811760
1698154200,422.50747807820414,424.81,420.74,422.5875,8753296
1698168600,422.54748903910206,424.17,421.81,422.94000000000005,5153806
1698240600,422.74374451955106,422.74374451955106,417.77,419.8775,10346464
1698255000,421.3106222597755,421.3106222597755,417.015,417.74625000000003,6603046
1698327000,419.5284361298878,419.5284361298878,411.97,414.4975,10510629
1698341400,417.0129680649439,417.0129680649439,411.6,413.095,7574329
1698413400,415.05398403247193,415.05398403247193,410.31,412.4625,9501059
1698427800,413.75824201623595,413.75824201623595,409.215,410.475,8494168
1698672600,412.116621008118,415.345,412.116621008118,414.03375,7964866
1698687000,413.075185504059,416.68,413.075185504059,415.48,7395882
1698759000,414.2775927520295,417.15,414.22,416.135,6778346
1698773400,415.20629637601473,418.5,415.20629637601473,417.6775,6068060
1698845400,416.44189818800737,421.9,416.44189818800737,419.895,7476140
1698859800,418.1684490940037,423.5,418.1684490940037,421.2725,9602026
1698931800,419.7204745470018,429.82,419.7204745470018,428.15250000000003,9014735
1698946200,423.9364872735009,430.91,423.9364872735009,430.23125,5918227
1699018200,427.0838686367505,435.9,427.0838686367505,434.2875,9600750
1699032600,430.68568431837525,436.29,430.68568431837525,435.19000000000005,6420001
1699281000,432.93784215918765,436.14,432.93784215918765,434.88,5979390
1699295400,433.9089210795938,435.73,433.71,434.82750000000004,5362301
1699367400,434.3682105397969,437.51,434.3682105397969,436.1875,6215385
1699381800,435.27785526989845,437.58,435.27785526989845,436.9275,4692943
1699453800,436.10267763494926,438.09,434.88,436.7175,6406094
1699468200,436.4100888174746,437.79,436.33,436.9275,4275060
1699540200,436.6687944087373,438.47,435.155,437.11125000000004,7097087
1699554600,436.8900222043687,436.8900222043687,433.39,435.07000000000005,6980234
1699626600,435.98001110218433,439.22,434.43,437.1575,8013238
1699641000,436.5687555510922,440.93,436.5687555510922,439.89,6736004
1699885800,438.2293777755461,441.33,438.2293777755461,439.78,5871148
1699900200,439.004688887773,441.11,439.004688887773,440.35,2726629
1699972200,439.6773444438865,449.73,439.6773444438865,447.74249999999995,9050101
1699986600,443.7099222219432,450.06,443.7099222219432,448.845,5933593
1700058600,446.2774611109716,451.37,446.2774611109716,450,7037333
1700073000,448.13873055548584,450.69,448.13873055548584,449.82000000000005,5792352
1700145000,448.97936527774294,450.56,448.12,449.32750000000004,6210409
1700159400,449.1534326388715,450.32,448.59,449.6375,5092194
1700231400,449.39546631943574,450.87,449.3,450.28000000000003,5350543
1700245800,449.8377331597179,451.42,449.8377331597179,450.7775,4666543
1700490600,450.307616579859,453.805,450.307616579859,452.13625,5588584
1700505000,451.2219332899295,455.12,451.2219332899295,454.1925,6016738
1700577000,452.7072166449648,453.585,451.96,452.89125,4709924
1700591400,452.7992333224824,453.64,452.79,453.1375,2890705
1700663400,452.9683666612412,456.38,452.9683666612412,455.2025,6275136
1700677800,454.0854333306206,455.62,453.935,455.03625,4177841
1700836200,454.5608416653103,455.5,454.5608416653103,455.14,3292154
1701095400,454.8504208326551,455.49,454.07,454.8625,4531881
1701109800,454.85646041632754,455.37,454.12,454.8075,3944806
1701181800,454.83198020816377,456.27,453.5,454.59999999999997,6038801
1701196200,454.71599010408187,455.1,453.97,454.62250000000006,4344312
1701268200,454.669245052041,458.31,454.669245052041,456.6775,6065332
1701282600,455.6733725260205,456.34,454.2,455.36749999999995,4171564
1701354600,455.5204362630102,455.7,453.48,454.5725,6216924
1701369000,455.0464681315051,456.76,453.34,455.0125,6444418
1701441000,455.0294840657525,459.64,455.0294840657525,457.28,8789399
1701455400,456.15474203287624,459.32,456.15474203287624,458.775,4978158
1701700200,457.4648710164381,457.4648710164381,454.36,455.6625,7575070
1701714600,456.56368550821907,456.935,455.49,456.23875000000004,4100223
1701786600,456.40121775410955,457.58,454.87,456.01,6710842
1701801000,456.2056088770548,456.78,455.9,456.3974999999999,5075764
1701873000,456.3015544385273,458.83,455.6,457.4075,6063147
1701887400,456.8545272192637,456.8545272192637,454.31,455.505,5015976
1701959400,456.17976360963183,458.55,456.17976360963183,457.45625000000007,6605645
1701973800,456.8180068048159,458.89,456.8180068048159,458.2825,3641313
1702045800,457.550253402408,460.41,457.21,458.6325,6983185
1702060200,458.091376701204,460.74,458.091376701204,459.85749999999996,5186709
1702305000,458.974438350602,461.6,458.974438350602,460.55375,6286842
1702319400,459.764094175301,462.17,459.764094175301,461.735,4283079
1702391400,460.7495470876505,463.12,460.6,462.0575,5304090
1702405800,461.40352354382526,464.2,461.40352354382526,463.515,4842296
1702477800,462.4592617719126,465.33,462.4592617719126,464.5275,3901088
1702492200,463.4933808859563,470.75,463.4933808859563,467.37500000000006,12087839
1702564200,465.4341904429782,473.73,465.4341904429782,471.97249999999997,9137717
1702578600,468.7033452214891,472.06,468.7033452214891,471.04125,7229034
1702650600,469.87229761074457,470.54,468.815,469.65375,7163918
1702665000,469.7630238053723,470.7,468.44,469.5825,8572887
1702909800,469.67276190268615,472.65,469.67276190268615,471.74249999999995,5591116
1702924200,470.70763095134305,472.97,470.70763095134305,472.3675,3889983
1702996200,471.5375654756715,474.47,471.5375654756715,473.355,4865496
1703010600,472.44628273783576,474.915,472.44628273783576,474.37375,3448360
1703082600,473.41001636891787,475.89,473.41001636891787,474.79249999999996,4344782
1703097000,474.1012581844589,475.76,467.82,471.80249999999995,9934825
1703169000,472.95187909222943,472.95187909222943,468.84,470.67499999999995,8097352
1703183400,471.8134395461147,472.98,469.79,471.39000000000004,5424525
1703255400,471.60171977305737,475.38,471.60171977305737,474.34999999999997,4962249
1703269800,472.97585988652867,474.7,471.7,473.655,5372434
1703601000,473.31542994326435,475.46,473.31542994326435,474.7075,3337157
1703615400,474.01146497163217,476.575,474.01146497163217,475.65874999999994,3953267
1703687400,474.835107485816,476.67,474.835107485816,475.8575,4434314
1703701800,475.34630374290805,476.57,474.9,476.05749999999995,4323990
1703773800,475.70190187145397,477.5,475.70190187145397,476.96,3172549
1703788200,476.33095093572695,477.55,476.26,476.8825,4463539
1703860200,476.6067254678635,477.02,473.3,475.3275,7287658
1703874600,475.96711273393174,475.96711273393174,474.475,475.05125,6768157
1704205800,475.5091813669659,475.5091813669659,471.3,472.44750000000005,7621480
1704220200,473.978340683483,473.978340683483,470.49,472.17499999999995,8483030
1704292200,473.0766703417415,473.0766703417415,468.72,470.11,7162716
1704306600,471.5933351708708,471.5933351708708,468.17,469.6125,7043065
1704378600,470.6029175854354,470.96,468.11,469.17249999999996,5790262
1704393000,469.8877087927177,469.8877087927177,467.05,468.28249999999997,6270743
1704465000,469.0851043963588,470.44,466.68,468.11750000000006,7719044
1704479400,468.60130219817944,468.98,466.44,467.8025,5005457
1704724200,468.2019010990897,471.72,468.2019010990897,469.9625,6066071
1704738600,469.08220054954484,474.75,469.08220054954484,473.0125,6261734
1704810600,471.0473502747724,474.925,471.0473502747724,472.99375000000003,5707600
1704825000,472.0205501373862,474.66,472.0205501373862,473.8125,4706836
1704897000,472.9165250686931,475.925,472.9165250686931,474.814,5197626
1704911400,473.8652625343466,477.44,473.8652625343466,476.1175,5184363
1704983400,474.9913812671733,478.11,472.28,475.68,8057937
1704997800,475.33569063358664,476.97,474.62,475.6725,4722257
1705069800,475.5040953167933,478.6,475.23,477.07500000000005,5884964
1705084200,476.2895476583967,477.335,475.76,476.59875,3646230
1705415400,476.44414882919835,476.6,473.47,475.07750000000004,8394110
1705429800,475.7608244145992,475.7608244145992,473.07,474.555,4964910
1705501800,475.1579122072996,475.1579122072996,470.46,471.44,5989658
1705516200,473.2989561036498,473.2989561036498,469.87,471.3575,4653987
1705588200,472.3282280518249,475.03,472.3282280518249,473.545,6746586
1705602600,472.9366140259125,477.05,472.7,474.74,5798891
1705674600,473.83830701295625,481,473.83830701295625,479.14,7147140
1705689000,476.48915350647815,482.72,476.48915350647815,481.76000000000005,6646366
1705933800,479.1245767532391,485.22,479.1245767532391,483.72749999999996,5970319
1705948200,481.42603837661954,484.2,481.42603837661954,483.37,4136239
1706020200,482.3980191883098,484.37,482.3980191883098,483.755,3289708
1706034600,483.0765095941549,485.105,483.0765095941549,484.32875,3136509
1706106600,483.70262979707746,488.775,483.70262979707746,487.75124999999997,6197563
1706121000,485.7269398985387,488.05,485,486.62375,5708731
1706193000,486.17534494926934,488.305,486.08,487.05875,6556006
1706207400,486.61704747463466,488.04,485.39,486.925,5428959
1706279400,486.77102373731736,489.12,486.71,487.71000000000004,6073056
1706293800,487.2405118686587,488.14,486.54,487.3925,4219723
1706538600,487.31650593432937,488.59,487.165,487.97625,4142301
1706553000,487.64637796716465,491.41,487.64637796716465,489.7975,4443469
1706625000,488.72193898358233,491.47,488.72193898358233,490.7575,5017900
1706639400,489.73971949179116,491.62,489.73971949179116,490.97,3563493
1706711400,490.3548597458956,490.3548597458956,486.34,487.81775,5482053
1706725800,489.08630487294784,489.08630487294784,482.89,485.49750000000006,12230379
1706797800,487.29190243647395,488.24,483.8,485.92,8573812
1706812200,486.605951218237,489.22,486.38,487.95750000000004,5044982
1706884200,487.28172560911855,494.66,487.28172560911855,491.8475,8498559
1706898600,489.56461280455926,496.06,489.56461280455926,494.34749999999997,6027121
1707143400,491.9560564022796,493.72,490.23,492.5675,6703434
1707157800,492.2617782011398,494.18,492.2617782011398,492.97249999999997,4234753
1707229800,492.6171391005699,494.325,492.05,493.20375,4960564
1707244200,492.910444550285,494.04,492.11,493.265,3627163
1707316200,493.0877222751425,498.2,493.0877222751425,497.01000000000005,6508969
1707330600,495.0488611375713,498.53,495.0488611375713,498.095,3616602
1707402600,496.57193056878566,498.35,496.57193056878566,497.9375,4116892
1707417000,497.25471528439283,498.7,497.25471528439283,498.1825,4096826
1707489000,497.7186076421964,500.83,497.7186076421964,499.7325,5246701
1707503400,498.7255538210982,501.65,498.7255538210982,501.0125,4309652
1707748200,499.8690269105491,503.5,499.8690269105491,502.0625,3746622
1707762600,500.96576345527455,502.61,500.24,501.59000000000003,4438477
1707834600,501.2778817276373,501.2778817276373,493.21,494.455,8442312
1707849000,497.86644086381864,497.86644086381864,490.72,493.35,9059349
1707921000,495.60822043190933,497.99,494.4,496.27000000000004,5928155
1707935400,495.93911021595466,499.07,495.23,497.22,4765403
1708007400,496.57955510797734,501.485,496.57955510797734,500.2625,5135970
1708021800,498.42102755398867,502.195,498.42102755398867,501.635,5229612
1708093800,500.0280137769943,502.46,498.75,501.13500000000005,5641072
1708108200,500.5815068884972,502.86,498.98,500.75,5242136
1708439400,500.6657534442486,500.6657534442486,494.48,496.45250000000004,6195869
1708453800,498.55912672212435,498.55912672212435,494.75,495.8925,5746524
1708525800,497.22581336106214,497.22581336106214,494.42,495.365,4117498
1708540200,496.2954066805311,497.37,493.56,495.8575,4774387
1708612200,496.0764533402655,506.86,496.0764533402655,505.17499999999995,7663498
1708626600,500.62572667013274,508.49,500.62572667013274,507.395,5669801
1708698600,504.01036333506636,510.13,504.01036333506636,508.8475,5940553
1708713000,506.4289316675332,509.06,506.4289316675332,508.35249999999996,4513335
1708957800,507.3907158337666,508.75,506.45,507.53,3947835
1708972200,507.46035791688325,507.46035791688325,505.86,506.47499999999997,4337329
1709044200,506.96767895844164,506.96767895844164,504.75,505.84875,3724818
1709058600,506.4082144792208,507.16,505.12,506.1075000000001,3744336
1709130600,506.2578572396104,506.85,504.96,505.9075,4404887
1709145000,506.0826786198052,506.78,505.17,506.17,4073646
1709217000,506.1263393099026,508.845,505.35,507.50624999999997,6192351
1709231400,506.8162946549513,509.74,506.8162946549513,508.165,6303422
1709303400,507.4906473274757,512.24,507.4906473274757,510.47749999999996,6537944
1709317800,508.98407366373783,513.29,508.98407366373783,512.5625,5298766
1709562600,510.7732868318689,513.18,510.7732868318689,512.4599999999999,3690145
1709577000,511.6166434159344,514.2,511.6166434159344,512.8125,4310362
1709649000,512.2145717079673,512.2145717079673,506.96,508.90250000000003,6485666
1709663400,510.55853585398364,510.55853585398364,504.91,506.9675,5917802
1709735400,508.7630179269918,512.05,508.42,510.72,5516966
1709749800,509.7415089634959,511.92,508.52,510.53,6155267
1709821800,510.13575448174794,514.99,510.13575448174794,513.825,5703658
1709836200,511.98037724087396,515.89,511.98037724087396,514.955,4235160
1709908200,513.467688620437,518.22,512.06,514.5275,9372834
1709922600,513.9975943102186,514.46,511.14,512.415,5876946
1710163800,513.2062971551093,513.2062971551093,508.5,510.3875,6324117
1710178200,511.79689857755466,511.88,510.31,511.175,3947454
1710250200,511.4859492887773,516.535,510.86,513.9412500000001,7240831
1710264600,512.7135996443888,517.38,512.7135996443888,516.0024999999999,3880885
1710336600,514.3580498221943,517.21,514.3580498221943,516.78,4671549
1710351000,515.5690249110971,517.28,514.49,516.2275,4155534
1710423000,515.8982624555485,517.12,513.05,515.0775,6973169
1710437400,515.4878812277743,515.4878812277743,511.825,513.78375,8147545
1710509400,514.6358156138872,514.6358156138872,508.36,509.8975,7183381
1710523800,512.2666578069436,512.2666578069436,509.04,509.665,5471142
1710768600,510.9658289034718,515.47,510.9658289034718,514.2725,5835302
1710783000,512.619164451736,514.4,512.44,513.475,5244663
1710855000,513.047082225868,515.45,511.13,513.3925,4612381
1710869400,513.219791112934,515.99,513.219791112934,515.21875,4086859
1710941400,514.219270556467,516.44,514.219270556467,515.715,2723725
1710955800,514.9671352782335,520.62,514.9671352782335,517.8900000000001,6343789
1711027800,516.4285676391169,524.11,516.4285676391169,523.41,5044390
1711042200,519.9192838195584,523.53,519.9192838195584,522.73,3918357
1711114200,521.3246419097792,522.44,520.97,521.8900000000001,4205250
1711128600,521.6073209548897,522.6,521.13,521.755,4711779
1711373400,521.6811604774448,521.6811604774448,519.61,520.2,3449302
1711387800,520.9405802387224,520.95,519.67,520.2425000000001,3059868
1711459800,520.5915401193613,521.58,520.5915401193613,521.085,3160979
1711474200,520.8382700596807,521.045,518.4,519.7462499999999,4519016
1711546200,520.2922600298402,521.77,519.49,520.8275,4387038
1711560600,520.55988001492,523.2,519.84,521.6337500000001,6004481
1711632600,521.09681500746,523.73,521.09681500746,523.21625,3997001
1711647000,522.15653250373,524.61,522.15653250373,523.4449999999999,6565739
1711978200,522.800766251865,524.38,520.98,522.7,3687002
1711992600,522.7503831259326,522.79,521.38,522,2515253
1712064600,522.3751915629663,522.3751915629663,516.5,517.7175,5298479
1712079000,520.0463457814831,520.0463457814831,517.35,518.215,5233842
1712151000,519.1306728907416,520.95,517.66,519.2375,4403233
1712165400,519.1840864453708,520.8,517.77,519.6524999999999,4316654
1712237400,519.4182932226854,523.86,519.4182932226854,523.2325,3895604
1712251800,521.3253966113427,523.18,512.76,518.05,10929557
1712323800,519.6876983056713,520.44,514.02,517.0450000000001,7210855
1712338200,518.3663491528357,519.59,516.97,518.5575,4911676
1712583000,518.4619245764179,520.17,517.89,519.125,4429561
1712597400,518.793462288209,519.69,518.23,518.965,3761626
1712669400,518.8792311441046,520.74,514.35,518.1925,5967274
1712683800,518.5358655720522,519.44,515.72,517.905,4127334
1712755800,518.2204327860261,518.2204327860261,512.09,513.9,7077700
1712770200,516.060216393013,516.060216393013,512.29,513.8425,5450303
1712842200,514.9513581965065,517.91,512.09,515.7974999999999,5539305
1712856600,515.3744290982531,519.47,515.3744290982531,518,4316006
1712928600,516.6872145491266,516.6872145491266,509.47,512.33875,7976008
1712943000,514.5129822745632,514.5129822745632,509.09,510.25624999999997,5921445
1713187800,512.3846161372816,515.3,506.56,510.8924999999999,7208872
1713202200,511.63855806864075,511.63855806864075,503.58,505.3775,7257499
1713274200,508.5080290343204,508.5080290343204,502.43,504.2625,4643977
1713288600,506.3852645171602,506.5,502.22,504.14000000000004,6241354
1713360600,505.2626322585801,506.22,499.12,503.29249999999996,6228630
1713375000,504.27756612929,504.27756612929,500.38,501.6675,4622469
1713447000,502.972533064645,504.12,498.88,501.3075,5015803
1713461400,502.14001653232253,502.14001653232253,498.56,499.78249999999997,4003159
1713533400,500.9612582661613,500.9612582661613,495.08,497.87375000000003,6242756
1713547800,499.4175041330807,499.4175041330807,493.86,495.985,5512300
1713792600,497.70125206654035,500.04,495.43,498.34000000000003,4284738
1713807000,498.0206260332702,502.38,498.0206260332702,500.24750000000006,4672001
1713879000,499.13406301663514,505.59,499.13406301663514,503.5,5063578
1713893400,501.31703150831754,506.09,501.31703150831754,505.52250000000004,3500483
1713965400,503.4197657541588,507.37,503.13,505.56500000000005,4107414
1713979800,504.4923828770794,506.54,504.23,505.3575,2727846
1714051800,504.9249414385397,504.9249414385397,497.49,500.185,5158629
1714066200,502.5549707192698,504.26,501.54,502.7175,3681868
1714138200,502.6362353596349,509.81,502.6362353596349,507.865,4563507
1714152600,505.2506176798174,509.88,505.2506176798174,508.96750000000003,3279772
1714397400,507.1090588399087,510.75,507.1090588399087,510.0525,2869849
1714411800,508.58077941995435,510.52,507.25,509.55,3122036
1714483800,509.0653897099772,509.56,504.71,507.0175,4701120
1714498200,508.0414448549886,508.0414448549886,502.03,503.9625,4815584
1714570200,506.00197242749425,506.00197242749425,499.87,500.95000000000005,3490000
1714584600,503.47598621374715,508.2,500.08,502.315,8118785
1714656600,502.8954931068736,504.68,499.55,503.11749999999995,4374163
1714671000,503.00649655343676,505.88,503.00649655343676,504.595,4087207
1714743000,503.8007482767184,512.54,503.8007482767184,510.84000000000003,6384383
1714757400,507.3203741383592,511.99,507.3203741383592,511.2675,3510883
1715002200,509.2939370691796,514.96,509.2939370691796,514.1637499999999,3241398
1715016600,511.72884353458977,516.61,511.72884353458977,515.595,3084004
1715088600,513.6619217672949,518.48,513.6619217672949,517.855,3124462
1715103000,515.7584608836474,518.57,515.7584608836474,517.6600000000001,3762484
1715175000,516.7092304418238,517.72,515.15,516.1025,2725892
1715189400,516.4058652209119,517.71,516.2,516.85,2128021
1715261400,516.6279326104559,519.63,516.6279326104559,518.3025,3589708
1715275800,517.465216305228,520.2,517.465216305228,519.6949999999999,3166786
1715347800,518.580108152614,522.63,518.580108152614,521.0325,3915260
1715362200,519.806304076307,521.34,519.806304076307,520.5575,2434392
1715607000,520.1819020381536,522.66,519.74,521.4525,3080592
1715621400,520.8172010190767,521.14,520.315,520.80375,1989171
1715693400,520.8104755095384,522.41,520.56,521.2825,2899419
1715707800,521.0464877547693,523.82,520.98,522.28,3701261
1715779800,521.6632438773846,528.84,521.6632438773846,527.1625,4152018
1715794200,524.4128719386923,530.08,524.4128719386923,529.2549999999999,3998804
1715866200,526.8339359693462,531.52,526.8339359693462,530.1625,2783302
1715880600,528.4982179846731,530.2,528.4982179846731,529.3025,3116960
1715952600,528.9003589923366,529.3,528.05,528.7149999999999,2563155
1715967000,528.8076794961682,529.51,527.33,528.7425,3288445
1716211800,528.7750897480842,531.56,528.7750897480842,530.2375000000001,1757527
1716226200,529.5062948740422,530.53,529.17,530.02,2397577
1716298200,529.7631474370211,530.725,529.07,529.80375,1642230
1716312600,529.7834487185105,531.51,529.7834487185105,530.7650000000001,2239690
1716384600,530.2742243592553,531.38,530.16,530.7775,1481982
1716399000,530.5258621796277,530.92,527.6,529.8025,3444985
1716471000,530.1641810898138,533.07,528.83,531.0825,2810782
1716485400,530.6233405449069,530.6233405449069,524.73,527.4025,3827899
1716557400,529.0129202724535,530.27,526.885,528.6587499999999,2847706
1716571800,528.8358351362267,530.1,528.28,529.375,1855003
1716903000,529.1054175681134,530.5,529,529.81,1712665
1716917400,529.4577087840566,529.9,527.11,529.09,2600244
1716989400,529.2738543920284,529.2738543920284,525.39,526.335,2605510
1717003800,527.8044271960142,527.8044271960142,525.56,526.445,2223323
1717075800,527.1247135980071,527.1247135980071,522.88,524.3725000000001,2320597
1717090200,525.7486067990036,525.7486067990036,521.34,523.5275,3101518
1717162200,524.6380533995018,524.81,518.36,521.89625,3464965
1717176600,523.2671516997509,527.5,520.45,524.0375,6853699
1717421400,523.6523258498755,529.2,522.6,526.3625000000001,4142017
1717435800,525.0074129249379,527.83,524.58,526.2,2526001
1717507800,525.603706462469,527.75,524.95,526.5325,2213417
1717522200,526.0681032312345,529.15,526.0681032312345,527.705,2193983
1717594200,526.8865516156172,532.98,526.8865516156172,531.3075,3171771
1717608600,529.0970258078087,534.69,529.0970258078087,533.68,2524023
1717680600,531.3885129039043,535.41,531.3885129039043,534.4425,2238082
1717695000,532.9155064519521,534.67,532.68,534.0274999999999,1707662
1717767000,533.471503225976,536.9,532.54,534.8149999999999,2407579
1717781400,534.143251612988,536.42,533.49,535.02,2295517
1718026200,534.581625806494,535.14,532.56,533.8025,2043575
1718040600,534.192062903247,536,534.192062903247,535.05,3452059
1718112600,534.6210314516235,534.81,532.04,533.7975,2037614
1718127000,534.2092657258117,537.01,534.2092657258117,535.6,2630491
1718199000,534.9046328629058,543.96,534.9046328629058,542.4325,3203327
1718213400,538.668566431453,544.12,538.668566431453,542.1675,4244403
1718285400,540.4180332157265,543.19,539.59,541.9125000000001,2550951
1718299800,541.1652666078633,543.32,541.1652666078633,542.165,2349139
1718371800,541.6651333039316,542.41,539.86,541.3125,2213776
1718386200,541.4888166519659,542.805,541.17,542.19625,2021393
1718631000,541.8425333259829,546.55,541.61,544.1475,2374555
1718645400,542.9950166629915,548.53,542.9950166629915,547.0675000000001,3612058
1718717400,545.0312583314958,548.21,545.0312583314958,547.5425,1742059
1718731800,546.2868791657479,548.62,546.2868791657479,548.0625,2582412
1718890200,547.174689582874,550.12,545.75,547.8325,2957210
1718904600,547.503594791437,548.19,545.19,546.59,4940867
1718976600,547.0467973957185,547.0467973957185,543.03,544.2975,2388959
1718991000,545.6721486978593,545.6721486978593,543.56,544.245,3496248
1719235800,544.9585743489297,546.94,543.75,544.8225,2520365
1719250200,544.8905371744648,544.8905371744648,542.63,543.5450000000001,3583484
1719322200,544.2177685872325,544.48,542.44,543.6500000000001,1996645
1719336600,543.9338842936163,545.2,543.44,544.28,2227005
1719408600,544.1069421468081,545.47,543.04,544.1775,2472218
1719423000,544.142221073404,546.23,544.14,545.105,1910678
1719495000,544.623610536702,546.97,544.623610536702,545.8199999999999,2274954
1719509400,545.221805268351,546.425,544.63,545.92625,2453223
1719581400,545.5740276341755,550.28,545.49,547.30375,3604206
1719595800,546.4388888170878,546.57,542.95,544.9775,5378110